"   Channel,  Energy(keV),   Counts"
"    6037,    1316.2525,          6"
"    6038,    1316.4712,          9"
"    6039,    1316.6899,          7"
"    6040,    1316.9086,         10"
"    6041,    1317.1273,         10"
"    6042,    1317.3461,         12"
"    6043,    1317.5648,         10"
"    6044,    1317.7835,          8"
"    6045,    1318.0022,         13"
"    6046,    1318.2209,         12"
"    6047,    1318.4396,          6"
"    6048,    1318.6584,          8"
"    6049,    1318.8771,          5"
"    6050,    1319.0958,         13"
"    6051,    1319.3145,          6"
"    6052,    1319.5332,          7"
"    6053,    1319.7519,          9"
"    6054,    1319.9706,         10"
"    6055,    1320.1894,         15"
"    6056,    1320.4081,         12"
"    6057,    1320.6268,         10"
"    6058,    1320.8455,         11"
"    6059,    1321.0642,         10"
"    6060,    1321.2829,         13"
"    6061,    1321.5017,          9"
"    6062,    1321.7204,          8"
"    6063,    1321.9391,          8"
"    6064,    1322.1578,         12"
"    6065,    1322.3765,          7"
"    6066,    1322.5952,          8"
"    6067,    1322.8140,         11"
"    6068,    1323.0327,         12"
"    6069,    1323.2514,          9"
"    6070,    1323.4701,         11"
"    6071,    1323.6888,         15"
"    6072,    1323.9075,         18"
"    6073,    1324.1262,         13"
"    6074,    1324.3450,         13"
"    6075,    1324.5637,         15"
"    6076,    1324.7824,         16"
"    6077,    1325.0011,         20"
"    6078,    1325.2198,         15"
"    6079,    1325.4385,         18"
"    6080,    1325.6573,         19"
"    6081,    1325.8760,         18"
"    6082,    1326.0947,         24"
"    6083,    1326.3134,         18"
"    6084,    1326.5321,         25"
"    6085,    1326.7508,         25"
"    6086,    1326.9696,         17"
"    6087,    1327.1883,         26"
"    6088,    1327.4070,         25"
"    6089,    1327.6257,         29"
"    6090,    1327.8444,         19"
"    6091,    1328.0631,         24"
"    6092,    1328.2819,         26"
"    6093,    1328.5006,         23"
"    6094,    1328.7193,         24"
"    6095,    1328.9380,         24"
"    6096,    1329.1567,         22"
"    6097,    1329.3754,         22"
"    6098,    1329.5941,         32"
"    6099,    1329.8129,         50"
"    6100,    1330.0316,         94"
"    6101,    1330.2503,        132"
"    6102,    1330.4690,        220"
"    6103,    1330.6877,        361"
"    6104,    1330.9064,        514"
"    6105,    1331.1252,        812"
"    6106,    1331.3439,       1267"
"    6107,    1331.5626,       1587"
"    6108,    1331.7813,       2065"
"    6109,    1332.0000,       2444"
"    6110,    1332.2187,       2856"
"    6111,    1332.4375,       2814"
"    6112,    1332.6562,       2754"
"    6113,    1332.8749,       2645"
"    6114,    1333.0936,       2204"
"    6115,    1333.3123,       1769"
"    6116,    1333.5310,       1342"
"    6117,    1333.7497,        986"
"    6118,    1333.9685,        681"
"    6119,    1334.1872,        391"
"    6120,    1334.4059,        250"
"    6121,    1334.6246,        124"
"    6122,    1334.8433,         67"
"    6123,    1335.0620,         39"
"    6124,    1335.2808,         17"
"    6125,    1335.4995,         12"
"    6126,    1335.7182,          4"
"    6127,    1335.9369,          6"
"    6128,    1336.1556,          2"
"    6129,    1336.3743,          2"
"    6130,    1336.5931,          2"
"    6131,    1336.8118,          2"
"    6132,    1337.0305,          5"
"    6133,    1337.2492,          7"
"    6134,    1337.4679,          2"
"    6135,    1337.6866,          4"
"    6136,    1337.9053,          1"
"    6137,    1338.1241,          1"
"    6138,    1338.3428,          4"
"    6139,    1338.5615,          1"
"    6140,    1338.7802,          1"
"    6141,    1338.9989,          2"
"    6142,    1339.2176,          1"
"    6143,    1339.4364,          5"
"    6144,    1339.6551,          3"
"    6145,    1339.8738,          4"
"    6146,    1340.0925,          0"
"    6147,    1340.3112,          2"
"    6148,    1340.5299,          2"
"    6149,    1340.7487,          1"
"    6150,    1340.9674,          1"
"    6151,    1341.1861,          0"
"    6152,    1341.4048,          2"
"    6153,    1341.6235,          1"
"    6154,    1341.8422,          5"
"    6155,    1342.0609,          1"
"    6156,    1342.2797,          3"
"    6157,    1342.4984,          0"
"    6158,    1342.7171,          8"
"    6159,    1342.9358,          3"
"    6160,    1343.1545,          0"
"    6161,    1343.3732,          2"
"    6162,    1343.5920,          2"
"    6163,    1343.8107,          4"
"    6164,    1344.0294,          4"
"    6165,    1344.2481,          3"
"    6166,    1344.4668,          3"
"    6167,    1344.6855,          3"
"    6168,    1344.9043,          0"
"    6169,    1345.1230,          1"
"    6170,    1345.3417,          4"
"    6171,    1345.5604,          3"
"    6172,    1345.7791,          5"
"    6173,    1345.9978,          1"
"    6174,    1346.2165,          2"
"    6175,    1346.4353,          3"
"    6176,    1346.6540,          1"
"    6177,    1346.8727,          2"
"    6178,    1347.0914,          6"
"    6179,    1347.3101,          4"
"    6180,    1347.5288,          3"
"    6181,    1347.7476,          0"
"    6182,    1347.9663,          1"
"    6183,    1348.1850,          1"
"    6184,    1348.4037,          1"
"    6185,    1348.6224,          0"
"    6186,    1348.8411,          2"
"    6187,    1349.0599,          0"
"    6188,    1349.2786,          4"
"    6189,    1349.4973,          2"
"    6190,    1349.7160,          1"
"    6191,    1349.9347,          1"
"    6192,    1350.1534,          2"
"    6193,    1350.3721,          3"
"    6194,    1350.5909,          1"
"    6195,    1350.8096,          2"
"    6196,    1351.0283,          4"
"    6197,    1351.2470,          1"
"    6198,    1351.4657,          1"
"    6199,    1351.6844,          2"
"    6200,    1351.9032,          3"
"    6201,    1352.1219,          3"
"    6202,    1352.3406,          2"
"    6203,    1352.5593,          1"
"    6204,    1352.7780,          2"
"    6205,    1352.9967,          3"
"    6206,    1353.2155,          4"
"    6207,    1353.4342,          2"
"    6208,    1353.6529,          3"
"    6209,    1353.8716,          1"
"    6210,    1354.0903,          2"
"    6211,    1354.3090,          3"
"    6212,    1354.5277,          2"
"    6213,    1354.7465,          3"
"    6214,    1354.9652,          2"
"    6215,    1355.1839,          4"
"    6216,    1355.4026,          3"
"    6217,    1355.6213,          2"
"    6218,    1355.8400,          0"
"    6219,    1356.0588,          0"
"    6220,    1356.2775,          0"
"    6221,    1356.4962,          3"
"    6222,    1356.7149,          1"
"    6223,    1356.9336,          3"
"    6224,    1357.1523,          6"
"    6225,    1357.3711,          4"
"    6226,    1357.5898,          5"
"    6227,    1357.8085,          1"
"    6228,    1358.0272,          3"
"    6229,    1358.2459,          1"
"    6230,    1358.4646,          4"
"    6231,    1358.6833,          2"
"    6232,    1358.9021,          2"
"    6233,    1359.1208,          3"
"    6234,    1359.3395,          1"
"    6235,    1359.5582,          3"
"    6236,    1359.7769,          3"
"    6237,    1359.9956,          0"
"    6238,    1360.2144,          0"
"    6239,    1360.4331,          1"
"    6240,    1360.6518,          1"
"    6241,    1360.8705,          0"
"    6242,    1361.0892,          3"
"    6243,    1361.3079,          4"
"    6244,    1361.5267,          2"
"    6245,    1361.7454,          1"
"    6246,    1361.9641,          1"
"    6247,    1362.1828,          2"
"    6248,    1362.4015,          1"
"    6249,    1362.6202,          4"
"    6250,    1362.8389,          1"
"    6251,    1363.0577,          1"
"    6252,    1363.2764,          4"
"    6253,    1363.4951,          1"
"    6254,    1363.7138,          3"
"    6255,    1363.9325,          0"
"    6256,    1364.1512,          2"
"    6257,    1364.3700,          0"
"    6258,    1364.5887,          3"
"    6259,    1364.8074,          0"
"    6260,    1365.0261,          1"
"    6261,    1365.2448,          3"
"    6262,    1365.4635,          1"
"    6263,    1365.6823,          1"
"    6264,    1365.9010,          0"
"    6265,    1366.1197,          1"
"    6266,    1366.3384,          2"
"    6267,    1366.5571,          3"
"    6268,    1366.7758,          4"
"    6269,    1366.9945,          1"
"    6270,    1367.2133,          2"
"    6271,    1367.4320,          2"
"    6272,    1367.6507,          2"
"    6273,    1367.8694,          0"
"    6274,    1368.0881,          2"
"    6275,    1368.3068,          2"
"    6276,    1368.5256,          7"
"    6277,    1368.7443,          3"
"    6278,    1368.9630,          3"
"    6279,    1369.1817,          1"
"    6280,    1369.4004,          3"
"    6281,    1369.6191,          2"
"    6282,    1369.8379,          4"
"    6283,    1370.0566,          1"
"    6284,    1370.2753,          4"
"    6285,    1370.4940,          2"
"    6286,    1370.7127,          0"
"    6287,    1370.9314,          4"
"    6288,    1371.1502,          1"
"    6289,    1371.3689,          1"
"    6290,    1371.5876,          7"
"    6291,    1371.8063,          5"
"    6292,    1372.0250,          2"
"    6293,    1372.2437,          0"
"    6294,    1372.4624,          3"
"    6295,    1372.6812,          1"
"    6296,    1372.8999,          3"
"    6297,    1373.1186,          5"
"    6298,    1373.3373,          2"
"    6299,    1373.5560,          1"
"    6300,    1373.7747,          3"
"    6301,    1373.9935,          4"
"    6302,    1374.2122,          3"
"    6303,    1374.4309,          0"
"    6304,    1374.6496,          3"
"    6305,    1374.8683,          1"
"    6306,    1375.0870,          4"
"    6307,    1375.3058,          1"
"    6308,    1375.5245,          3"
"    6309,    1375.7432,          5"
"    6310,    1375.9619,          3"
"    6311,    1376.1806,          1"
"    6312,    1376.3993,          1"
"    6313,    1376.6180,          1"
"    6314,    1376.8368,          3"
"    6315,    1377.0555,          3"
"    6316,    1377.2742,          3"
"    6317,    1377.4929,          1"
"    6318,    1377.7116,          1"
"    6319,    1377.9303,          5"
"    6320,    1378.1491,          2"
"    6321,    1378.3678,          2"
"    6322,    1378.5865,          5"
"    6323,    1378.8052,          5"
"    6324,    1379.0239,          4"
"    6325,    1379.2426,          2"
"    6326,    1379.4614,          0"
"    6327,    1379.6801,          3"
"    6328,    1379.8988,          1"
"    6329,    1380.1175,          1"
"    6330,    1380.3362,          2"
"    6331,    1380.5549,          2"
"    6332,    1380.7736,          2"
"    6333,    1380.9924,          2"
"    6334,    1381.2111,          3"
"    6335,    1381.4298,          0"
"    6336,    1381.6485,          3"
"    6337,    1381.8672,          4"
"    6338,    1382.0859,          2"
"    6339,    1382.3047,          1"
"    6340,    1382.5234,          2"
"    6341,    1382.7421,          3"
"    6342,    1382.9608,          6"
"    6343,    1383.1795,          0"
"    6344,    1383.3982,          1"
"    6345,    1383.6170,          3"
"    6346,    1383.8357,          1"
"    6347,    1384.0544,          4"
"    6348,    1384.2731,          3"
"    6349,    1384.4918,          0"
"    6350,    1384.7105,          9"
"    6351,    1384.9292,          3"
"    6352,    1385.1480,          3"
"    6353,    1385.3667,          4"
"    6354,    1385.5854,          4"
"    6355,    1385.8041,          1"
"    6356,    1386.0228,          2"
"    6357,    1386.2415,          3"
"    6358,    1386.4603,          7"
"    6359,    1386.6790,          1"
"    6360,    1386.8977,          2"
"    6361,    1387.1164,          5"
"    6362,    1387.3351,          1"
"    6363,    1387.5538,          4"
"    6364,    1387.7726,          3"
"    6365,    1387.9913,          2"
"    6366,    1388.2100,          4"
"    6367,    1388.4287,          3"
"    6368,    1388.6474,          4"
"    6369,    1388.8661,          1"
"    6370,    1389.0848,          1"
"    6371,    1389.3036,          2"
"    6372,    1389.5223,          1"
"    6373,    1389.7410,          2"
"    6374,    1389.9597,          2"
"    6375,    1390.1784,          2"
"    6376,    1390.3971,          2"
"    6377,    1390.6159,          0"
"    6378,    1390.8346,          2"
"    6379,    1391.0533,          1"
"    6380,    1391.2720,          3"
"    6381,    1391.4907,          0"
"    6382,    1391.7094,          0"
"    6383,    1391.9282,          2"
"    6384,    1392.1469,          5"
"    6385,    1392.3656,          3"
"    6386,    1392.5843,          2"
"    6387,    1392.8030,          4"
"    6388,    1393.0217,          0"
"    6389,    1393.2404,          3"
"    6390,    1393.4592,          2"
"    6391,    1393.6779,          1"
"    6392,    1393.8966,          2"
"    6393,    1394.1153,          1"
"    6394,    1394.3340,          2"
"    6395,    1394.5527,          2"
"    6396,    1394.7715,          2"
"    6397,    1394.9902,          1"
"    6398,    1395.2089,          2"
"    6399,    1395.4276,          3"
"    6400,    1395.6463,          3"
"    6401,    1395.8650,          2"
"    6402,    1396.0838,          3"
"    6403,    1396.3025,          0"
"    6404,    1396.5212,          1"
"    6405,    1396.7399,          2"
"    6406,    1396.9586,          3"
"    6407,    1397.1773,          6"
"    6408,    1397.3960,          1"
"    6409,    1397.6148,          2"
"    6410,    1397.8335,          3"
"    6411,    1398.0522,          2"
"    6412,    1398.2709,          4"
"    6413,    1398.4896,          0"
"    6414,    1398.7083,          1"
"    6415,    1398.9271,          2"
"    6416,    1399.1458,          2"
"    6417,    1399.3645,          4"
"    6418,    1399.5832,          3"
"    6419,    1399.8019,          3"
"    6420,    1400.0206,          3"
"    6421,    1400.2394,          1"
"    6422,    1400.4581,          3"
"    6423,    1400.6768,          1"
"    6424,    1400.8955,          1"
"    6425,    1401.1142,          0"
"    6426,    1401.3329,          2"
"    6427,    1401.5516,          0"
"    6428,    1401.7704,          1"
"    6429,    1401.9891,          3"
"    6430,    1402.2078,          3"
"    6431,    1402.4265,          2"
"    6432,    1402.6452,          0"
"    6433,    1402.8639,          2"
"    6434,    1403.0827,          1"
"    6435,    1403.3014,          2"
"    6436,    1403.5201,          3"
"    6437,    1403.7388,          1"
"    6438,    1403.9575,          5"
"    6439,    1404.1762,          0"
"    6440,    1404.3950,          0"
"    6441,    1404.6137,          2"
"    6442,    1404.8324,          1"
"    6443,    1405.0511,          1"
"    6444,    1405.2698,          1"
"    6445,    1405.4885,          2"
"    6446,    1405.7072,          2"
"    6447,    1405.9260,          1"
"    6448,    1406.1447,          4"
"    6449,    1406.3634,          3"
"    6450,    1406.5821,          1"
"    6451,    1406.8008,          3"
"    6452,    1407.0195,          2"
"    6453,    1407.2383,          5"
"    6454,    1407.4570,          4"
"    6455,    1407.6757,          5"
"    6456,    1407.8944,          6"
"    6457,    1408.1131,          5"
"    6458,    1408.3318,          4"
"    6459,    1408.5506,          4"
"    6460,    1408.7693,          3"
"    6461,    1408.9880,          2"
"    6462,    1409.2067,          2"
"    6463,    1409.4254,          4"
"    6464,    1409.6441,          2"
"    6465,    1409.8628,          2"
"    6466,    1410.0816,          2"
"    6467,    1410.3003,          1"
"    6468,    1410.5190,          2"
"    6469,    1410.7377,          1"
"    6470,    1410.9564,          2"
"    6471,    1411.1751,          3"
"    6472,    1411.3939,          0"
"    6473,    1411.6126,          1"
"    6474,    1411.8313,          4"
"    6475,    1412.0500,          3"
"    6476,    1412.2687,          1"
"    6477,    1412.4874,          4"
"    6478,    1412.7062,          1"
"    6479,    1412.9249,          1"
"    6480,    1413.1436,          1"
"    6481,    1413.3623,          4"
"    6482,    1413.5810,          1"
"    6483,    1413.7997,          1"
"    6484,    1414.0185,          4"
"    6485,    1414.2372,          1"
"    6486,    1414.4559,          2"
"    6487,    1414.6746,          2"
"    6488,    1414.8933,          3"
"    6489,    1415.1120,          1"
"    6490,    1415.3307,          2"
"    6491,    1415.5495,          2"
"    6492,    1415.7682,          2"
"    6493,    1415.9869,          1"
"    6494,    1416.2056,          1"
"    6495,    1416.4243,          5"
"    6496,    1416.6430,          2"
"    6497,    1416.8618,          2"
"    6498,    1417.0805,          2"
"    6499,    1417.2992,          5"
"    6500,    1417.5179,          2"
"    6501,    1417.7366,          1"
"    6502,    1417.9553,          3"
"    6503,    1418.1741,          2"
"    6504,    1418.3928,          3"
"    6505,    1418.6115,          3"
"    6506,    1418.8302,          1"
"    6507,    1419.0489,          1"
"    6508,    1419.2676,          3"
"    6509,    1419.4863,          5"
"    6510,    1419.7051,          3"
"    6511,    1419.9238,          1"
"    6512,    1420.1425,          1"
"    6513,    1420.3612,          1"
"    6514,    1420.5799,          2"
"    6515,    1420.7986,          4"
"    6516,    1421.0174,          4"
"    6517,    1421.2361,          3"
"    6518,    1421.4548,          3"
"    6519,    1421.6735,          2"
"    6520,    1421.8922,          1"
"    6521,    1422.1109,          2"
"    6522,    1422.3297,          3"
"    6523,    1422.5484,          3"
"    6524,    1422.7671,          2"
"    6525,    1422.9858,          0"
"    6526,    1423.2045,          3"
"    6527,    1423.4232,          6"
"    6528,    1423.6419,          4"
"    6529,    1423.8607,          2"
"    6530,    1424.0794,          3"
"    6531,    1424.2981,          2"
"    6532,    1424.5168,          4"
"    6533,    1424.7355,          2"
"    6534,    1424.9542,          2"
"    6535,    1425.1730,          3"
"    6536,    1425.3917,          0"
"    6537,    1425.6104,          1"
"    6538,    1425.8291,          2"
"    6539,    1426.0478,          4"
"    6540,    1426.2665,          1"
"    6541,    1426.4853,          2"
"    6542,    1426.7040,          3"
"    6543,    1426.9227,          2"
"    6544,    1427.1414,          4"
"    6545,    1427.3601,          3"
"    6546,    1427.5788,          1"
"    6547,    1427.7975,          2"
"    6548,    1428.0163,          5"
"    6549,    1428.2350,          1"
"    6550,    1428.4537,          3"
"    6551,    1428.6724,          4"
"    6552,    1428.8911,          2"
"    6553,    1429.1098,          2"
"    6554,    1429.3286,          1"
"    6555,    1429.5473,          3"
"    6556,    1429.7660,          3"
"    6557,    1429.9847,          2"
"    6558,    1430.2034,          0"
"    6559,    1430.4221,          4"
"    6560,    1430.6409,          2"
"    6561,    1430.8596,          1"
"    6562,    1431.0783,          3"
"    6563,    1431.2970,          5"
"    6564,    1431.5157,          1"
"    6565,    1431.7344,          4"
"    6566,    1431.9531,          0"
"    6567,    1432.1719,          2"
"    6568,    1432.3906,          3"
"    6569,    1432.6093,          2"
"    6570,    1432.8280,          3"
"    6571,    1433.0467,          6"
"    6572,    1433.2654,          0"
"    6573,    1433.4842,          2"
"    6574,    1433.7029,          1"
"    6575,    1433.9216,          3"
"    6576,    1434.1403,          3"
"    6577,    1434.3590,          3"
"    6578,    1434.5777,          5"
"    6579,    1434.7965,          5"
"    6580,    1435.0152,          0"
"    6581,    1435.2339,          0"
"    6582,    1435.4526,          5"
"    6583,    1435.6713,          0"
"    6584,    1435.8900,          0"
"    6585,    1436.1087,          4"
"    6586,    1436.3275,          2"
"    6587,    1436.5462,          2"
"    6588,    1436.7649,          0"
"    6589,    1436.9836,          2"
"    6590,    1437.2023,          2"
"    6591,    1437.4210,          0"
"    6592,    1437.6398,          2"
"    6593,    1437.8585,          1"
"    6594,    1438.0772,          1"
"    6595,    1438.2959,          3"
"    6596,    1438.5146,          0"
"    6597,    1438.7333,          0"
"    6598,    1438.9521,          3"
"    6599,    1439.1708,          4"
"    6600,    1439.3895,          4"
"    6601,    1439.6082,          3"
"    6602,    1439.8269,          1"
"    6603,    1440.0456,          4"
"    6604,    1440.2643,          3"
"    6605,    1440.4831,          2"
"    6606,    1440.7018,          5"
"    6607,    1440.9205,          2"
"    6608,    1441.1392,          3"
"    6609,    1441.3579,          2"
"    6610,    1441.5766,          2"
"    6611,    1441.7954,          2"
"    6612,    1442.0141,          4"
"    6613,    1442.2328,          1"
"    6614,    1442.4515,          2"
"    6615,    1442.6702,          2"
"    6616,    1442.8889,          2"
"    6617,    1443.1077,          3"
"    6618,    1443.3264,          2"
"    6619,    1443.5451,          2"
"    6620,    1443.7638,          0"
"    6621,    1443.9825,          3"
"    6622,    1444.2012,          4"
"    6623,    1444.4199,          4"
"    6624,    1444.6387,          1"
"    6625,    1444.8574,          0"
"    6626,    1445.0761,          1"
"    6627,    1445.2948,          0"
"    6628,    1445.5135,          0"
"    6629,    1445.7322,          2"
"    6630,    1445.9510,          1"
"    6631,    1446.1697,          2"
"    6632,    1446.3884,          3"
"    6633,    1446.6071,          3"
"    6634,    1446.8258,          3"
"    6635,    1447.0445,          5"
"    6636,    1447.2633,          2"
"    6637,    1447.4820,          3"
"    6638,    1447.7007,          1"
"    6639,    1447.9194,          3"
"    6640,    1448.1381,          3"
"    6641,    1448.3568,          1"
"    6642,    1448.5755,          2"
"    6643,    1448.7943,          2"
"    6644,    1449.0130,          2"
"    6645,    1449.2317,          5"
"    6646,    1449.4504,          4"
"    6647,    1449.6691,          1"
"    6648,    1449.8878,          4"
"    6649,    1450.1066,          4"
"    6650,    1450.3253,          4"
"    6651,    1450.5440,          2"
"    6652,    1450.7627,          0"
"    6653,    1450.9814,          1"
"    6654,    1451.2001,          1"
"    6655,    1451.4189,          1"
"    6656,    1451.6376,          2"
"    6657,    1451.8563,          2"
"    6658,    1452.0750,          2"
"    6659,    1452.2937,          1"
"    6660,    1452.5124,          3"
"    6661,    1452.7311,          2"
"    6662,    1452.9499,          2"
"    6663,    1453.1686,          3"
"    6664,    1453.3873,          2"
"    6665,    1453.6060,          1"
"    6666,    1453.8247,          3"
"    6667,    1454.0434,          1"
"    6668,    1454.2622,          1"
"    6669,    1454.4809,          2"
"    6670,    1454.6996,          2"
"    6671,    1454.9183,          1"
"    6672,    1455.1370,          2"
"    6673,    1455.3557,          4"
"    6674,    1455.5745,          4"
"    6675,    1455.7932,          1"
"    6676,    1456.0119,          1"
"    6677,    1456.2306,          1"
"    6678,    1456.4493,          5"
"    6679,    1456.6680,          4"
"    6680,    1456.8868,          3"
"    6681,    1457.1055,          1"
"    6682,    1457.3242,          3"
"    6683,    1457.5429,          3"
"    6684,    1457.7616,          2"
"    6685,    1457.9803,          5"
"    6686,    1458.1990,          1"
"    6687,    1458.4178,          3"
"    6688,    1458.6365,          2"
"    6689,    1458.8552,          2"
"    6690,    1459.0739,          2"
"    6691,    1459.2926,          9"
"    6692,    1459.5113,          8"
"    6693,    1459.7301,          7"
"    6694,    1459.9488,          4"
"    6695,    1460.1675,         15"
"    6696,    1460.3862,         21"
"    6697,    1460.6049,         21"
"    6698,    1460.8236,         24"
"    6699,    1461.0424,         31"
"    6700,    1461.2611,         27"
"    6701,    1461.4798,         38"
"    6702,    1461.6985,         42"
"    6703,    1461.9172,         35"
"    6704,    1462.1359,         32"
"    6705,    1462.3546,         23"
"    6706,    1462.5734,         16"
"    6707,    1462.7921,         16"
"    6708,    1463.0108,         10"
"    6709,    1463.2295,          9"
"    6710,    1463.4482,          5"
"    6711,    1463.6669,          8"
"    6712,    1463.8857,          4"
"    6713,    1464.1044,          3"
"    6714,    1464.3231,          1"
"    6715,    1464.5418,          1"
"    6716,    1464.7605,          3"
"    6717,    1464.9792,          3"
"    6718,    1465.1980,          4"
"    6719,    1465.4167,          2"
"    6720,    1465.6354,          3"
"    6721,    1465.8541,          1"
"    6722,    1466.0728,          2"
"    6723,    1466.2915,          1"
"    6724,    1466.5102,          0"
"    6725,    1466.7290,          1"
"    6726,    1466.9477,          2"
"    6727,    1467.1664,          3"
"    6728,    1467.3851,          4"
"    6729,    1467.6038,          2"
"    6730,    1467.8225,          1"
"    6731,    1468.0413,          1"
"    6732,    1468.2600,          2"
"    6733,    1468.4787,          0"
"    6734,    1468.6974,          1"
"    6735,    1468.9161,          1"
"    6736,    1469.1348,          3"
"    6737,    1469.3536,          1"
"    6738,    1469.5723,          2"
"    6739,    1469.7910,          2"
"    6740,    1470.0097,          0"
"    6741,    1470.2284,          1"
"    6742,    1470.4471,          1"
"    6743,    1470.6658,          1"
"    6744,    1470.8846,          2"
"    6745,    1471.1033,          0"
"    6746,    1471.3220,          0"
"    6747,    1471.5407,          4"
"    6748,    1471.7594,          2"
"    6749,    1471.9781,          0"
"    6750,    1472.1969,          0"
"    6751,    1472.4156,          1"
"    6752,    1472.6343,          2"
"    6753,    1472.8530,          3"
"    6754,    1473.0717,          1"
"    6755,    1473.2904,          1"
"    6756,    1473.5092,          4"
"    6757,    1473.7279,          4"
"    6758,    1473.9466,          0"
"    6759,    1474.1653,          2"
"    6760,    1474.3840,          2"
"    6761,    1474.6027,          1"
"    6762,    1474.8214,          3"
"    6763,    1475.0402,          0"
"    6764,    1475.2589,          2"
"    6765,    1475.4776,          3"
"    6766,    1475.6963,          0"
"    6767,    1475.9150,          1"
"    6768,    1476.1337,          1"
"    6769,    1476.3525,          1"
"    6770,    1476.5712,          2"
"    6771,    1476.7899,          1"
"    6772,    1477.0086,          2"
"    6773,    1477.2273,          3"
"    6774,    1477.4460,          5"
"    6775,    1477.6648,          2"
"    6776,    1477.8835,          1"
"    6777,    1478.1022,          1"
"    6778,    1478.3209,          1"
"    6779,    1478.5396,          2"
"    6780,    1478.7583,          1"
"    6781,    1478.9770,          2"
"    6782,    1479.1958,          3"
"    6783,    1479.4145,          4"
"    6784,    1479.6332,          0"
"    6785,    1479.8519,          3"
"    6786,    1480.0706,          1"
"    6787,    1480.2893,          1"
"    6788,    1480.5081,          3"
"    6789,    1480.7268,          3"
"    6790,    1480.9455,          1"
"    6791,    1481.1642,          2"
"    6792,    1481.3829,          4"
"    6793,    1481.6016,          1"
"    6794,    1481.8204,          0"
"    6795,    1482.0391,          5"
"    6796,    1482.2578,          3"
"    6797,    1482.4765,          2"
"    6798,    1482.6952,          2"
"    6799,    1482.9139,          1"
"    6800,    1483.1326,          2"
"    6801,    1483.3514,          3"
"    6802,    1483.5701,          1"
"    6803,    1483.7888,          4"
"    6804,    1484.0075,          2"
"    6805,    1484.2262,          3"
"    6806,    1484.4449,          2"
"    6807,    1484.6637,          2"
"    6808,    1484.8824,          2"
"    6809,    1485.1011,          0"
"    6810,    1485.3198,          0"
"    6811,    1485.5385,          1"
"    6812,    1485.7572,          2"
"    6813,    1485.9760,          0"
"    6814,    1486.1947,          1"
"    6815,    1486.4134,          1"
"    6816,    1486.6321,          3"
"    6817,    1486.8508,          2"
"    6818,    1487.0695,          2"
"    6819,    1487.2882,          3"
"    6820,    1487.5070,          2"
"    6821,    1487.7257,          3"
"    6822,    1487.9444,          1"
"    6823,    1488.1631,          1"
"    6824,    1488.3818,          0"
"    6825,    1488.6005,          1"
"    6826,    1488.8193,          1"
"    6827,    1489.0380,          0"
"    6828,    1489.2567,          1"
"    6829,    1489.4754,          2"
"    6830,    1489.6941,          2"
"    6831,    1489.9128,          2"
"    6832,    1490.1316,          1"
"    6833,    1490.3503,          1"
"    6834,    1490.5690,          0"
"    6835,    1490.7877,          2"
"    6836,    1491.0064,          0"
"    6837,    1491.2251,          2"
"    6838,    1491.4438,          2"
"    6839,    1491.6626,          1"
"    6840,    1491.8813,          1"
"    6841,    1492.1000,          1"
"    6842,    1492.3187,          2"
"    6843,    1492.5374,          2"
"    6844,    1492.7561,          0"
"    6845,    1492.9749,          3"
"    6846,    1493.1936,          2"
"    6847,    1493.4123,          4"
"    6848,    1493.6310,          3"
"    6849,    1493.8497,          2"
"    6850,    1494.0684,          2"
"    6851,    1494.2872,          2"
"    6852,    1494.5059,          0"
"    6853,    1494.7246,          4"
"    6854,    1494.9433,          1"
"    6855,    1495.1620,          1"
"    6856,    1495.3807,          3"
"    6857,    1495.5995,          1"
"    6858,    1495.8182,          0"
"    6859,    1496.0369,          1"
"    6860,    1496.2556,          1"
"    6861,    1496.4743,          3"
"    6862,    1496.6930,          0"
"    6863,    1496.9117,          3"
"    6864,    1497.1305,          5"
"    6865,    1497.3492,          2"
"    6866,    1497.5679,          3"
"    6867,    1497.7866,          1"
"    6868,    1498.0053,          1"
"    6869,    1498.2240,          0"
"    6870,    1498.4428,          0"
"    6871,    1498.6615,          1"
"    6872,    1498.8802,          4"
"    6873,    1499.0989,          5"
"    6874,    1499.3176,          3"
"    6875,    1499.5363,          3"
"    6876,    1499.7551,          1"
"    6877,    1499.9738,          6"
"    6878,    1500.1925,          4"
"    6879,    1500.4112,          2"
"    6880,    1500.6299,          1"
"    6881,    1500.8486,          1"
"    6882,    1501.0673,          4"
"    6883,    1501.2861,          0"
"    6884,    1501.5048,          0"
"    6885,    1501.7235,          5"
"    6886,    1501.9422,          3"
"    6887,    1502.1609,          1"
"    6888,    1502.3796,          1"
"    6889,    1502.5984,          1"
"    6890,    1502.8171,          1"
"    6891,    1503.0358,          2"
"    6892,    1503.2545,          2"
"    6893,    1503.4732,          4"
"    6894,    1503.6919,          3"
"    6895,    1503.9107,          2"
"    6896,    1504.1294,          4"
"    6897,    1504.3481,          4"
"    6898,    1504.5668,          1"
"    6899,    1504.7855,          0"
"    6900,    1505.0042,          1"
"    6901,    1505.2229,          1"
"    6902,    1505.4417,          0"
"    6903,    1505.6604,          2"
"    6904,    1505.8791,          0"
"    6905,    1506.0978,          2"
"    6906,    1506.3165,          3"
"    6907,    1506.5352,          2"
"    6908,    1506.7540,          2"
"    6909,    1506.9727,          4"
