Channel,Energy,Counts
       877,     187.6789,        587  
       878,     187.8976,        570  
       879,     188.1163,        564  
       880,     188.3350,        550  
       881,     188.5537,        539  
       882,     188.7724,        595  
       883,     188.9912,        507  
       884,     189.2099,        548  
       885,     189.4286,        533  
       886,     189.6473,        505  
       887,     189.8660,        546  
       888,     190.0847,        559  
       889,     190.3035,        604  
       890,     190.5222,        543  
       891,     190.7409,        565  
       892,     190.9596,        543  
       893,     191.1783,        521  
       894,     191.3970,        543  
       895,     191.6158,        540  
       896,     191.8345,        536  
       897,     192.0532,        562  
       898,     192.2719,        553  
       899,     192.4906,        585  
       900,     192.7093,        512  
       901,     192.9280,        550  
       902,     193.1468,        526  
       903,     193.3655,        530  
       904,     193.5842,        516  
       905,     193.8029,        539  
       906,     194.0216,        497  
       907,     194.2403,        519  
       908,     194.4591,        552  
       909,     194.6778,        557  
       910,     194.8965,        523  
       911,     195.1152,        519  
       912,     195.3339,        511  
       913,     195.5526,        535  
       914,     195.7714,        552  
       915,     195.9901,        551  
       916,     196.2088,        508  
       917,     196.4275,        564  
       918,     196.6462,        503  
       919,     196.8649,        531  
       920,     197.0836,        574  
       921,     197.3024,        541  
       922,     197.5211,        523  
       923,     197.7398,        507  
       924,     197.9585,        556  
       925,     198.1772,        574  
       926,     198.3959,        518  
       927,     198.6147,        567  
       928,     198.8334,        513  
       929,     199.0521,        531  
       930,     199.2708,        545  
       931,     199.4895,        507  
       932,     199.7082,        539  
       933,     199.9270,        525  
       934,     200.1457,        540  
       935,     200.3644,        512  
       936,     200.5831,        548  
       937,     200.8018,        547  
       938,     201.0205,        561  
       939,     201.2392,        565  
       940,     201.4580,        512  
       941,     201.6767,        550  
       942,     201.8954,        528  
       943,     202.1141,        509  
       944,     202.3328,        552  
       945,     202.5515,        507  
       946,     202.7703,        540  
       947,     202.9890,        533  
       948,     203.2077,        516  
       949,     203.4264,        548  
       950,     203.6451,        517  
       951,     203.8638,        512  
       952,     204.0826,        553  
       953,     204.3013,        534  
       954,     204.5200,        569  
       955,     204.7387,        525  
       956,     204.9574,        542  
       957,     205.1761,        567  
       958,     205.3948,        556  
       959,     205.6136,        501  
       960,     205.8323,        523  
       961,     206.0510,        552  
       962,     206.2697,        545  
       963,     206.4884,        526  
       964,     206.7071,        549  
       965,     206.9259,        509  
       966,     207.1446,        517  
       967,     207.3633,        558  
       968,     207.5820,        548  
       969,     207.8007,        522  
       970,     208.0194,        527  
       971,     208.2382,        513  
       972,     208.4569,        497  
       973,     208.6756,        568  
       974,     208.8943,        547  
       975,     209.1130,        513  
       976,     209.3317,        508  
       977,     209.5504,        527  
       978,     209.7692,        476  
       979,     209.9879,        545  
       980,     210.2066,        546  
       981,     210.4253,        531  
       982,     210.6440,        548  
       983,     210.8627,        521  
       984,     211.0815,        516  
       985,     211.3002,        539  
       986,     211.5189,        540  
       987,     211.7376,        522  
       988,     211.9563,        566  
       989,     212.1750,        516  
       990,     212.3938,        533  
       991,     212.6125,        541  
       992,     212.8312,        509  
       993,     213.0499,        509  
       994,     213.2686,        500  
       995,     213.4873,        511  
       996,     213.7060,        549  
       997,     213.9248,        580  
       998,     214.1435,        539  
       999,     214.3622,        466  
      1000,     214.5809,        543  
      1001,     214.7996,        521  
      1002,     215.0183,        548  
      1003,     215.2371,        516  
      1004,     215.4558,        479  
      1005,     215.6745,        510  
      1006,     215.8932,        570  
      1007,     216.1119,        544  
      1008,     216.3306,        538  
      1009,     216.5494,        515  
      1010,     216.7681,        514  
      1011,     216.9868,        555  
      1012,     217.2055,        573  
      1013,     217.4242,        520  
      1014,     217.6429,        550  
      1015,     217.8616,        542  
      1016,     218.0804,        535  
      1017,     218.2991,        522  
      1018,     218.5178,        515  
      1019,     218.7365,        517  
      1020,     218.9552,        521  
      1021,     219.1739,        500  
      1022,     219.3927,        535  
      1023,     219.6114,        537  
      1024,     219.8301,        538  
      1025,     220.0488,        557  
      1026,     220.2675,        513  
      1027,     220.4862,        525  
      1028,     220.7050,        521  
      1029,     220.9237,        526  
      1030,     221.1424,        537  
      1031,     221.3611,        552  
      1032,     221.5798,        473  
      1033,     221.7985,        536  
      1034,     222.0172,        520  
      1035,     222.2360,        552  
      1036,     222.4547,        555  
      1037,     222.6734,        538  
      1038,     222.8921,        500  
      1039,     223.1108,        499  
      1040,     223.3295,        545  
      1041,     223.5483,        539  
      1042,     223.7670,        531  
      1043,     223.9857,        539  
      1044,     224.2044,        525  
      1045,     224.4231,        486  
      1046,     224.6418,        538  
      1047,     224.8606,        538  
      1048,     225.0793,        540  
      1049,     225.2980,        572  
      1050,     225.5167,        509  
      1051,     225.7354,        563  
      1052,     225.9541,        516  
      1053,     226.1728,        535  
      1054,     226.3916,        574  
      1055,     226.6103,        560  
      1056,     226.8290,        483  
      1057,     227.0477,        529  
      1058,     227.2664,        571  
      1059,     227.4851,        522  
      1060,     227.7039,        549  
      1061,     227.9226,        546  
      1062,     228.1413,        535  
      1063,     228.3600,        536  
