Channel,Energy,Counts
     829,     177.1805,         13
     830,     177.3992,          8
     831,     177.6179,         10
     832,     177.8367,         11
     833,     178.0554,         13
     834,     178.2741,         11
     835,     178.4928,          8
     836,     178.7115,         10
     837,     178.9302,         16
     838,     179.1489,          7
     839,     179.3677,          7
     840,     179.5864,          7
     841,     179.8051,          7
     842,     180.0238,          9
     843,     180.2425,         10
     844,     180.4612,          9
     845,     180.6800,         14
     846,     180.8987,         10
     847,     181.1174,          9
     848,     181.3361,         10
     849,     181.5548,          9
     850,     181.7735,         10
     851,     181.9923,          5
     852,     182.2110,         10
     853,     182.4297,         11
     854,     182.6484,         16
     855,     182.8671,         12
     856,     183.0858,         18
     857,     183.3045,          7
     858,     183.5233,         13
     859,     183.7420,          9
     860,     183.9607,         12
     861,     184.1794,          8
     862,     184.3981,          9
     863,     184.6168,         11
     864,     184.8356,         16
     865,     185.0543,         10
     866,     185.2730,         14
     867,     185.4917,          5
     868,     185.7104,          9
     869,     185.9291,         14
     870,     186.1479,         10
     871,     186.3666,          9
     872,     186.5853,         17
     873,     186.8040,          8
     874,     187.0227,         11
     875,     187.2414,         12
     876,     187.4602,          3
     877,     187.6789,         12
     878,     187.8976,         10
     879,     188.1163,          9
     880,     188.3350,         14
     881,     188.5537,          9
     882,     188.7724,         15
     883,     188.9912,          8
     884,     189.2099,         13
     885,     189.4286,          7
     886,     189.6473,          7
     887,     189.8660,          8
     888,     190.0847,          4
     889,     190.3035,         11
     890,     190.5222,         16
     891,     190.7409,         11
     892,     190.9596,         14
     893,     191.1783,         10
     894,     191.3970,          7
     895,     191.6158,          7
     896,     191.8345,          7
     897,     192.0532,          9
     898,     192.2719,         12
     899,     192.4906,          8
     900,     192.7093,          5
     901,     192.9280,         10
     902,     193.1468,         12
     903,     193.3655,         12
     904,     193.5842,         10
     905,     193.8029,         10
     906,     194.0216,          9
     907,     194.2403,         12
     908,     194.4591,         14
     909,     194.6778,         16
     910,     194.8965,          7
     911,     195.1152,          6
     912,     195.3339,         19
     913,     195.5526,         10
     914,     195.7714,         11
     915,     195.9901,          7
     916,     196.2088,          8
     917,     196.4275,         12
     918,     196.6462,          8
     919,     196.8649,         11
     920,     197.0836,          8
     921,     197.3024,         16
     922,     197.5211,         16
     923,     197.7398,         13
     924,     197.9585,         13
     925,     198.1772,         12
     926,     198.3959,         18
     927,     198.6147,         10
     928,     198.8334,         11
     929,     199.0521,          9
     930,     199.2708,         14
     931,     199.4895,          4
     932,     199.7082,         14
     933,     199.9270,         13
     934,     200.1457,          2
     935,     200.3644,         13
     936,     200.5831,         17
     937,     200.8018,         12
     938,     201.0205,         10
     939,     201.2392,         14
     940,     201.4580,         17
     941,     201.6767,          4
     942,     201.8954,          9
     943,     202.1141,          6
     944,     202.3328,          7
     945,     202.5515,          9
     946,     202.7703,         15
     947,     202.9890,         15
     948,     203.2077,          8
     949,     203.4264,         19
     950,     203.6451,         10
     951,     203.8638,         13
     952,     204.0826,          8
     953,     204.3013,         13
     954,     204.5200,         13
     955,     204.7387,         12
     956,     204.9574,         11
     957,     205.1761,         11
     958,     205.3948,         14
     959,     205.6136,          9
     960,     205.8323,         11
     961,     206.0510,         12
     962,     206.2697,          7
     963,     206.4884,         16
     964,     206.7071,          9
     965,     206.9259,          8
     966,     207.1446,          6
     967,     207.3633,          7
     968,     207.5820,         12
     969,     207.8007,         16
     970,     208.0194,         10
     971,     208.2382,         12
     972,     208.4569,          6
     973,     208.6756,         17
     974,     208.8943,          7
     975,     209.1130,         10
     976,     209.3317,          8
     977,     209.5504,          7
     978,     209.7692,         17
     979,     209.9879,         15
     980,     210.2066,         10
     981,     210.4253,         12
     982,     210.6440,          8
     983,     210.8627,         10
     984,     211.0815,          8
     985,     211.3002,          8
     986,     211.5189,         13
     987,     211.7376,          8
     988,     211.9563,          7
     989,     212.1750,          9
     990,     212.3938,         13
     991,     212.6125,          8
     992,     212.8312,         10
     993,     213.0499,         13
     994,     213.2686,         15
     995,     213.4873,         14
     996,     213.7060,          8
     997,     213.9248,         12
     998,     214.1435,          9
     999,     214.3622,          9
    1000,     214.5809,         10
    1001,     214.7996,         15
    1002,     215.0183,          9
    1003,     215.2371,          6
    1004,     215.4558,         12
    1005,     215.6745,          6
    1006,     215.8932,         12
    1007,     216.1119,         11
    1008,     216.3306,          9
    1009,     216.5494,         15
    1010,     216.7681,         12
    1011,     216.9868,         11
    1012,     217.2055,          9
    1013,     217.4242,          6
    1014,     217.6429,         10
    1015,     217.8616,         13
    1016,     218.0804,         11
    1017,     218.2991,         10
    1018,     218.5178,          8
    1019,     218.7365,         14
    1020,     218.9552,         13
    1021,     219.1739,         13
    1022,     219.3927,          9
    1023,     219.6114,          6
    1024,     219.8301,         10
    1025,     220.0488,          8
    1026,     220.2675,          7
    1027,     220.4862,          6
    1028,     220.7050,         14
    1029,     220.9237,         13
    1030,     221.1424,         12
    1031,     221.3611,         12
    1032,     221.5798,         11
    1033,     221.7985,          9
    1034,     222.0172,         12
    1035,     222.2360,         11
    1036,     222.4547,          7
    1037,     222.6734,         14
    1038,     222.8921,         11
    1039,     223.1108,          8
    1040,     223.3295,         10
    1041,     223.5483,         12
    1042,     223.7670,         15
    1043,     223.9857,         16
    1044,     224.2044,          7
    1045,     224.4231,         10
    1046,     224.6418,          9
    1047,     224.8606,         16
    1048,     225.0793,         13
    1049,     225.2980,         16
    1050,     225.5167,         10
    1051,     225.7354,         15
    1052,     225.9541,         12
    1053,     226.1728,          9
    1054,     226.3916,          9
    1055,     226.6103,         14
    1056,     226.8290,         16
    1057,     227.0477,          7
    1058,     227.2664,         10
    1059,     227.4851,         11
    1060,     227.7039,         12
    1061,     227.9226,          4
    1062,     228.1413,         11
    1063,     228.3600,         12
    1064,     228.5787,          9
    1065,     228.7974,         10
    1066,     229.0162,          8
    1067,     229.2349,         15
    1068,     229.4536,          9
    1069,     229.6723,          9
    1070,     229.8910,          9
    1071,     230.1097,         11
    1072,     230.3285,         13
    1073,     230.5472,         10
    1074,     230.7659,         13
    1075,     230.9846,         10
    1076,     231.2033,         16
    1077,     231.4220,         15
    1078,     231.6407,         16
    1079,     231.8595,         12
    1080,     232.0782,         10
    1081,     232.2969,         20
    1082,     232.5156,         12
    1083,     232.7343,          8
    1084,     232.9530,         12
    1085,     233.1718,         14
    1086,     233.3905,         16
    1087,     233.6092,         10
    1088,     233.8279,         11
    1089,     234.0466,          8
    1090,     234.2653,         12
    1091,     234.4841,         12
    1092,     234.7028,         15
    1093,     234.9215,          9
    1094,     235.1402,          6
    1095,     235.3589,          7
    1096,     235.5776,         19
    1097,     235.7963,         14
    1098,     236.0151,         15
    1099,     236.2338,          4
    1100,     236.4525,          9
    1101,     236.6712,         15
    1102,     236.8899,          7
    1103,     237.1086,         10
    1104,     237.3274,         21
    1105,     237.5461,         14
    1106,     237.7648,         13
    1107,     237.9835,          7
    1108,     238.2022,         10
    1109,     238.4209,         14
    1110,     238.6397,         12
    1111,     238.8584,          9
    1112,     239.0771,          7
    1113,     239.2958,          5
    1114,     239.5145,         18
    1115,     239.7332,         11
    1116,     239.9519,          9
    1117,     240.1707,          7
    1118,     240.3894,         14
    1119,     240.6081,         14
    1120,     240.8268,          8
    1121,     241.0455,          9
    1122,     241.2642,         14
    1123,     241.4830,         13
    1124,     241.7017,         13
    1125,     241.9204,          9
    1126,     242.1391,          9
    1127,     242.3578,          9
    1128,     242.5765,          9
    1129,     242.7953,         12
    1130,     243.0140,          7
    1131,     243.2327,          5
    1132,     243.4514,         12
    1133,     243.6701,          5
    1134,     243.8888,          9
    1135,     244.1075,          9
    1136,     244.3263,         16
    1137,     244.5450,          7
    1138,     244.7637,         15
    1139,     244.9824,         10
    1140,     245.2011,         13
    1141,     245.4198,         11
    1142,     245.6386,         12
    1143,     245.8573,          8
    1144,     246.0760,          7
    1145,     246.2947,         13
    1146,     246.5134,         10
